Party,Criminal Case,Total Assets,Liabilities,state,Education
BJP,1,100000000,50000,PUNJAB,Post Graduate
BJP,5,20000000,0,PUNJAB,10th Pass
CPI(M),5,20000000,0,KERALA,Graduate Professional
AAP,1,250000000,200000,MAHARASHTRA,Post Graduate
BJP,0,0,20000000,GUJARAT,Others
INC,0,70000000,1200000,ASSAM,Graduate
BJP,0,690000000,2200000,MADHYA PRADESH,Graduate Professional
CPI(M),1,0,0,KERALA,Graduate Professional
BJP,0,80000000,8500000,BIHAR,Graduate Professional
BJP,0,1870000000,60000000,RAJASTHAN,10th Pass
BJP,1,140000000,70000000,UTTAR PRADESH,Graduate Professional
INC,0,1100000,30000000,HARYANA,Graduate
BJP,0,20000000,3100000,BIHAR,Doctorate
BJP,0,100000000,0,UTTAR PRADESH,5th Pass
AAP,1,0,0,PUNJAB,12th Pass
BJP,1,0,4000000,GUJARAT,Graduate Professional
RJD,0,110000000,2700000,UTTAR PRADESH,Graduate Professional
BJP,1,7500000,3500000,MADHYA PRADESH,Graduate
BJP,0,10000000,0,TRIPURA,Graduate
BJP,0,70000000,0,SIKKIM,Graduate
JD(U),0,4900000,10000000,UTTAR PRADESH,Post Graduate
BJP,1,140000000,1900000,UTTAR PRADESH,Post Graduate
RJD,4,20000000,3400000,BIHAR,Graduate
JD(U),0,1900000,0,ANDHRA PRADESH,12th Pass
BJP,0,40000000,300000,MADHYA PRADESH,Post Graduate
BJP,1,20000000,3300000,CHHATTISGARH,Doctorate
RJD,0,9500000,0,BIHAR,12th Pass
CPI,0,250000000,2500000,GUJARAT,Graduate Professional
AITC,1,2000000,0,WEST BENGAL,10th Pass
YSRCP,0,0,20000000,ANDHRA PRADESH,Graduate Professional
BJP,3,240000000,2400000,UTTAR PRADESH,Post Graduate
BJP,3,0,20000000,GUJARAT,Others
INC,1,0,800000,HARYANA,Post Graduate
BJP,5,8300000,10000000,HIMACHAL PRADESH,Graduate
INC,25,2930000000,110000000,TRIPURA,Graduate Professional
INC,0,0,10000,KARNATAKA,Graduate
AAP,5,0,4900000,TRIPURA,Graduate Professional
AITC,0,20000000,700000,WEST BENGAL,12th Pass
AIADMK,6,20000000,20000000,TAMIL NADU,10th Pass
INC,49,1100000,9400000,TAMIL NADU,Graduate Professional
BJP,0,510000000,900000,GOA,10th Pass
DMK,22,280000000,900000,TAMIL NADU,Graduate Professional
AAP,1,0,5300000,PUNJAB,Graduate Professional
CPI(M),0,1900000,0,KERALA,Graduate Professional
DMK,52,320000000,2400000,TAMIL NADU,Post Graduate
INC,0,72000,1600000,PUNJAB,Graduate Professional
BJP,0,8600000,40000000,UTTAR PRADESH,Post Graduate
IND,1,200000000,100000,KARNATAKA,Doctorate
AITC,2,20000000,0,WEST BENGAL,12th Pass
BJP,0,8500000,2300000,PUNJAB,Graduate Professional
BJP,0,6700000,9600000,HIMACHAL PRADESH,Graduate
INC,0,8300000,3400000,HARYANA,Graduate
NCP,5,0,30000000,MAHARASHTRA,Graduate Professional
AITC,4,20000000,100000,BIHAR,Graduate Professional
BJP,0,0,2400000,GUJARAT,Others
AAP,1,20000000,1900000,DELHI,Others
SP,0,0,0,UTTAR PRADESH,12th Pass
BJP,0,40000000,1500000,SIKKIM,10th Pass
INC,0,5300000,410000000,TAMIL NADU,Graduate Professional
YSRCP,2,200000000,20000000,ANDHRA PRADESH,8th Pass
DMK,10,90000000,900000,TAMIL NADU,Post Graduate
BJP,0,20000000,60000,GUJARAT,Graduate
AITC,0,0,0,WEST BENGAL,10th Pass
INC,1,200000000,2200000,ASSAM,Doctorate
RJD,11,9900000,100000000,ODISHA,12th Pass
CPI,18,1800000,1800000,TRIPURA,Graduate Professional
BJP,8,20000000,1200000,BIHAR,12th Pass
BJP,1,20000000,600000,GUJARAT,Post Graduate
AITC,2,6400000,1500000,WEST BENGAL,Post Graduate
BJP,0,20000000,0,GUJARAT,Graduate Professional
AAP,3,110000000,8900000,WEST BENGAL,8th Pass
BJP,0,5700000,1500000,MADHYA PRADESH,10th Pass
AAP,1,630000000,0,PUNJAB,Post Graduate
DMK,22,150000000,900000,TAMIL NADU,8th Pass
BJP,1,30000000,300000,JHARKHAND,Graduate Professional
BJP,0,0,30000000,TRIPURA,8th Pass
BJP,1,10000000,200000,UTTAR PRADESH,Graduate
BJP,0,4900000,200000,MADHYA PRADESH,Graduate
INC,13,6700000,150000000,TAMIL NADU,Graduate
AAP,1,10000000,0,NAGALAND,Graduate
INC,18,90000000,2100000,BIHAR,Post Graduate
CPI(M),4,0,0,KERALA,Graduate Professional
YSRCP,0,30000000,400000,ARUNACHAL PRADESH,12th Pass
NDPP,11,20000000,0,BIHAR,Graduate
JD(U),1,5000000,90000,ANDHRA PRADESH,Graduate
INC,0,110000000,2200000,RAJASTHAN,10th Pass
BJP,0,80000000,6000000,GUJARAT,Others
NPP,0,100000000,0,ODISHA,12th Pass
JD(U),4,20000000,4800000,BIHAR,Graduate Professional
YSRCP,0,0,31000,ANDHRA PRADESH,12th Pass
BJP,1,20000000,1500000,PUNJAB,12th Pass
DMK,7,10000000,4300000,TAMIL NADU,8th Pass
YSRCP,0,5100000,4200000,ANDHRA PRADESH,Post Graduate
AIADMK,0,180000000,1000000,MADHYA PRADESH,Graduate
BJP,0,30000000,0,GUJARAT,10th Pass
BJP,1,1200000,200000000,UTTAR PRADESH,Graduate Professional
BJP,0,40000000,50000,PUNJAB,12th Pass
DMK,6,20000000,0,TAMIL NADU,Graduate Professional
AAP,2,6000000,0,ANDHRA PRADESH,Graduate Professional
INC,14,5300000,4400000,RAJASTHAN,Graduate
BJP,7,7600000,1200000,TAMIL NADU,Graduate
INC,0,6680000000,10000,KARNATAKA,12th Pass
INC,1,100000000,7200000,WEST BENGAL,10th Pass
INC,1,40000000,600000,KARNATAKA,Post Graduate
BJP,3,100000000,3500000,RAJASTHAN,Graduate
BJP,1,2100000,6500000,HIMACHAL PRADESH,Post Graduate
NCP,1,0,2700000,MAHARASHTRA,Graduate Professional
SHS,3,20000000,20000000,MAHARASHTRA,Post Graduate
BJP,0,490000000,20000000,GUJARAT,Graduate
AAP,3,0,1400000,MAHARASHTRA,Graduate Professional
CPI(M),1,20000000,0,KERALA,Graduate Professional
BJD,11,9700000,0,UTTAR PRADESH,12th Pass
JD(S),9,6100000,40000000,MAHARASHTRA,Graduate Professional
BJP,0,580000000,5700000,KARNATAKA,Graduate
BJP,0,30000000,0,DELHI,Graduate
CPI,0,9500000,400000,ODISHA,12th Pass
INC,0,50000000,800000,NAGALAND,Graduate
CPI,34,70000000,0,DELHI,12th Pass
AAP,0,10000000,1200000,PUNJAB,Post Graduate
BJP,0,20000000,4100000,GUJARAT,Post Graduate
JD(U),0,0,0,WEST BENGAL,Graduate
AITC,0,80000000,2000000,WEST BENGAL,8th Pass
CPI(M),5,20000000,0,KERALA,Graduate Professional
BJD,0,40000000,100000,ODISHA,Post Graduate
BJP,0,1400000,0,GUJARAT,5th Pass
BJP,0,190000000,20000000,PUDUCHERRY,Graduate
RJD,4,20000000,0,BIHAR,12th Pass
BJP,0,300000,6300000,BIHAR,Graduate
RJD,1,400000,700000,KERALA,Graduate Professional
SHS,3,120000000,0,MAHARASHTRA,10th Pass
BJP,0,2500000,7600000,PUNJAB,Graduate Professional
BJP,1,20000000,300000,GUJARAT,Literate
BJP,0,1410000000,9900000,RAJASTHAN,Graduate
BJP,0,5000000,100000000,BIHAR,Post Graduate
AAP,1,6800000,2500000,PUNJAB,Graduate
DMK,22,6300000,2000000,TAMIL NADU,8th Pass
YSRCP,0,190000000,500000,ANDHRA PRADESH,12th Pass
BJP,1,1000000,10000000,GUJARAT,Literate
BJP,0,330000000,3000000,GUJARAT,12th Pass
SP,1,30000000,0,KARNATAKA,10th Pass
SHS,3,40000000,20000000,MAHARASHTRA,Post Graduate
RJD,4,20000000,0,BIHAR,12th Pass
DMK,25,9800000,1000000,TAMIL NADU,Graduate Professional
BJP,0,20000000,1900000,RAJASTHAN,10th Pass
INC,1,60000000,20000000,KARNATAKA,Graduate Professional
BJP,0,150000000,600000,RAJASTHAN,Post Graduate
BJP,0,0,0,TRIPURA,Post Graduate
INC,1,10000000,31000,MANIPUR,Graduate
BJP,1,20000000,1800000,UTTAR PRADESH,Graduate Professional
BJP,0,7900000,200000,ARUNACHAL PRADESH,Graduate
DMK,7,2000000,30000000,TAMIL NADU,Graduate Professional
JD(U),1,9700000,300000,RAJASTHAN,5th Pass
BJP,0,50000000,1300000,HARYANA,Graduate
BJP,0,10000000,600000,GUJARAT,10th Pass
BJP,1,110000000,20000000,NAGALAND,Doctorate
AAP,0,920000000,90000000,PUNJAB,Graduate Professional
AITC,0,720000000,20000000,WEST BENGAL,8th Pass
AAP,4,10000000,0,BIHAR,12th Pass
BJP,1,60000000,600000,GUJARAT,10th Pass
AAP,5,20000000,2200000,PUNJAB,12th Pass
NPP,1,20000000,0,GOA,Post Graduate
BJP,0,340000000,0,ARUNACHAL PRADESH,Graduate Professional
RJD,4,10000000,0,KERALA,Graduate Professional
AAP,0,380000000,4500000,CHHATTISGARH,Graduate Professional
BJP,0,40000000,2000000,MADHYA PRADESH,Graduate
SP,1,240000000,0,UTTAR PRADESH,Post Graduate
BJP,0,4000000,1500000,CHHATTISGARH,Graduate
BJP,0,160000000,300000,GUJARAT,10th Pass
INC,0,690000000,100000000,ASSAM,Graduate Professional
INC,0,280000000,30000000,UTTAR PRADESH,Graduate Professional
YSRCP,9,190000000,800000,UTTAR PRADESH,Graduate
BJP,1,7100000,800000,MAHARASHTRA,10th Pass
INC,1,690000000,7200000,KARNATAKA,Graduate
BJP,5,20000000,0,PUNJAB,10th Pass
BJP,1,20000000,1000000,ASSAM,Graduate Professional
INC,1,0,7500000,ASSAM,Graduate Professional
BJP,0,9500000,0,BIHAR,12th Pass
CPI(M),0,20000000,1400000,KERALA,Graduate Professional
CPI(M),11,20000000,1400000,KERALA,Graduate Professional
INC,7,60000000,4700000,KARNATAKA,Post Graduate
AAP,19,2700000,4000000,GUJARAT,Graduate
BJP,1,7200000,40000000,MADHYA PRADESH,10th Pass
NPP,6,60000000,0,CHHATTISGARH,10th Pass
AAP,1,100000000,20000000,DELHI,Others
AAP,0,10000000,0,DELHI,10th Pass
IND,1,1600000,170000000,MAHARASHTRA,Graduate
NPP,0,20000000,400000,ARUNACHAL PRADESH,Post Graduate
NPP,0,130000000,0,ANDHRA PRADESH,12th Pass
INC,0,50000000,3800000,CHHATTISGARH,12th Pass
DMK,22,0,3700000,TAMIL NADU,Post Graduate
BJP,0,1400000,1000000,PUNJAB,Graduate Professional
BJP,0,7900000,400000,GUJARAT,Doctorate
AIADMK,13,1400000,110000000,TAMIL NADU,10th Pass
DMK,7,150000000,4300000,TAMIL NADU,Graduate
BJD,0,630000000,0,ODISHA,Post Graduate
INC,1,20000000,800000,KARNATAKA,Graduate Professional
BJP,0,80000000,1200000,MADHYA PRADESH,10th Pass
BJP,8,0,0,KERALA,Graduate Professional
BJP,1,0,700000,PUNJAB,12th Pass
AITC,4,20000000,40000000,WEST BENGAL,12th Pass
BJP,0,70000000,4000000,SIKKIM,12th Pass
TDP,22,70000000,20000000,MAHARASHTRA,Graduate
AITC,2,20000000,0,WEST BENGAL,12th Pass
BJP,5,590000000,5900000,MADHYA PRADESH,Post Graduate
BJP,1,20000000,500000,GUJARAT,Others
BJP,19,180000000,30000000,MAHARASHTRA,10th Pass
BJP,0,10000000,0,BIHAR,Doctorate
BJP,1,20000000,10000000,PUNJAB,10th Pass
CPI(M),1,1900000,0,KERALA,Graduate Professional
AITC,0,8200000,0,WEST BENGAL,10th Pass
AITC,1,20000000,0,WEST BENGAL,12th Pass
AIADMK,0,2700000,9900000,KARNATAKA,Graduate Professional
BJP,0,70000000,200000,GUJARAT,Doctorate
DMK,6,20000000,70000000,TAMIL NADU,Graduate
INC,0,7600000,3400000,ASSAM,12th Pass
SP,1,30000000,4700000,UTTAR PRADESH,Graduate Professional
BJP,1,6700000,30000000,PUNJAB,Graduate Professional
INC,1,400000000,160000000,MADHYA PRADESH,Graduate Professional
INC,1,0,74000,KARNATAKA,10th Pass
CPI(M),1,20000000,0,KERALA,Graduate Professional
BJP,0,110000000,130000000,GUJARAT,Others
JMM,0,6600000,20000000,JHARKHAND,Graduate
INC,0,250000000,3100000,GUJARAT,Post Graduate
BJP,1,90000000,3200000,UTTAR PRADESH,10th Pass
AITC,0,9600000,0,WEST BENGAL,12th Pass
INC,1,20000000,1900000,RAJASTHAN,Graduate Professional
BJP,0,4300000,200000,GUJARAT,Graduate
BJP,25,20000000,2700000,MAHARASHTRA,10th Pass
BJP,0,50000000,200000,UTTARAKHAND,Graduate
BJP,0,0,300000,MADHYA PRADESH,Literate
BJP,1,20000000,2000000,RAJASTHAN,Post Graduate
BJP,0,3600000,2400000,CHHATTISGARH,Post Graduate
BJP,0,300000000,2100000,ODISHA,Graduate Professional
YSRCP,0,180000000,0,BIHAR,12th Pass
INC,0,6400000,6100000,HIMACHAL PRADESH,Graduate Professional
RJD,4,20000000,20000000,BIHAR,12th Pass
Sikkim Krantikari Morcha,0,0,2700000,NAGALAND,Graduate
BJP,1,20000000,4700000,MADHYA PRADESH,Doctorate
JD(S),1,20000000,0,PUNJAB,Graduate Professional
JMM,0,20000000,0,JHARKHAND,Post Graduate
AIADMK,0,50000000,2400000,TAMIL NADU,Post Graduate
BJP,2,20000000,0,ASSAM,Post Graduate
BJD,0,80000000,0,ODISHA,Graduate
BJP,0,20000000,700000,PUNJAB,12th Pass
AAP,1,1800000,6000000,DELHI,Others
BJP,1,400000000,1400000,MAHARASHTRA,Graduate Professional
INC,8,6200000,2400000,ANDHRA PRADESH,10th Pass
DMK,14,2500000,7200000,TAMIL NADU,Graduate Professional
AAP,2,20000000,500000,WEST BENGAL,10th Pass
BJP,0,20000000,2000000,BIHAR,Doctorate
DMK,0,150000000,900000,TAMIL NADU,Graduate
BJP,9,270000000,100000,MAHARASHTRA,Graduate
AITC,0,220000000,400000,ANDHRA PRADESH,10th Pass
BJP,1,2200000,800000,MAHARASHTRA,10th Pass
BJP,0,40000000,20000000,UTTAR PRADESH,Graduate Professional
AITC,5,40000000,0,WEST BENGAL,8th Pass
SHS,6,30000,30000000,MAHARASHTRA,10th Pass
INC,0,80000000,230000000,KARNATAKA,Graduate
DMK,6,20000000,0,TAMIL NADU,12th Pass
YSRCP,5,90000000,600000,ANDHRA PRADESH,Graduate Professional
NCP,1,0,90000000,MAHARASHTRA,Post Graduate
BJP,1,190000000,190000000,MAHARASHTRA,Graduate Professional
INC,0,690000000,200000,GUJARAT,12th Pass
CPI,1,440000000,0,GUJARAT,Graduate Professional
BJP,0,50000000,0,HARYANA,Graduate
BJP,5,80000000,10000000,ASSAM,Graduate Professional
AITC,1,20000000,420000000,WEST BENGAL,10th Pass
BJP,1,60000000,10000000,GUJARAT,Literate
INC,1,0,50000000,MAHARASHTRA,Graduate Professional
BJP,1,50000000,10000000,CHHATTISGARH,5th Pass
BJP,0,40000000,4300000,CHHATTISGARH,Graduate
BJD,0,20000000,400000,ODISHA,12th Pass
BJP,73,9900000,3600000,TAMIL NADU,8th Pass
BJP,0,220000000,3300000,GUJARAT,Graduate Professional
YSRCP,1,20000000,2000000,ANDHRA PRADESH,12th Pass
DMK,23,210000000,170000000,TAMIL NADU,Graduate Professional
AAP,0,8300000,20000000,HIMACHAL PRADESH,Graduate
AAP,1,0,0,WEST BENGAL,10th Pass
YSRCP,1,8700000,10000,CHHATTISGARH,12th Pass
BJP,1,60000000,500000,BIHAR,Others
BJP,0,20000000,1100000,ASSAM,Graduate Professional
BJP,0,160000000,0,BIHAR,Doctorate
AITC,2,3500000,0,WEST BENGAL,Graduate Professional
BJP,0,1870000000,7600000,UTTAR PRADESH,Post Graduate
BJP,0,40000000,3500000,MADHYA PRADESH,Post Graduate
BJP,0,20000000,0,MANIPUR,Graduate
SHS,3,20000000,2400000,MAHARASHTRA,10th Pass
BJP,7,20000000,330000000,MAHARASHTRA,10th Pass
DMK,23,20000000,4300000,TAMIL NADU,12th Pass
SHS,3,150000000,0,MAHARASHTRA,Graduate Professional
BJP,1,20000000,40000000,CHHATTISGARH,Graduate
INC,0,0,10000000,MADHYA PRADESH,Graduate Professional
DMK,7,90000000,4300000,TAMIL NADU,Graduate
BJP,1,40000000,0,GUJARAT,5th Pass
BJP,0,90000000,1900000,UTTAR PRADESH,Graduate Professional
BJP,5,70000000,2800000,MAHARASHTRA,Post Graduate
YSRCP,1,20000000,5200000,ANDHRA PRADESH,12th Pass
RJD,4,0,0,BIHAR,12th Pass
INC,1,340000000,9400000,SIKKIM,Post Graduate
BJP,0,60000000,900000,MAHARASHTRA,Graduate Professional
BJP,5,120000000,5400000,MADHYA PRADESH,Graduate Professional
BJP,0,0,0,MADHYA PRADESH,10th Pass
JD(S),1,20000000,30000000,RAJASTHAN,Graduate Professional
AAP,0,20000000,1500000,NAGALAND,Graduate Professional
BJP,3,1800000,30000000,GOA,10th Pass
BJP,0,50000000,1100000,MANIPUR,Post Graduate
BJP,0,20000000,400000,MANIPUR,10th Pass
DMK,5,20000000,900000,TAMIL NADU,Graduate Professional
DMK,17,20000000,100000000,TAMIL NADU,8th Pass
AAP,8,10000000,3000000,DELHI,Post Graduate
BJP,1,2700000,180000000,PUNJAB,10th Pass
BJP,2,40000000,8500000,PUDUCHERRY,12th Pass
AAP,1,20000000,0,UTTAR PRADESH,Post Graduate
AAP,3,10000000,300000,PUNJAB,Graduate Professional
JMM,0,0,0,JHARKHAND,12th Pass
CPI(M),1,10000000,0,KERALA,Graduate
AITC,6,20000000,0,TAMIL NADU,10th Pass
AAP,0,200000000,30000000,BIHAR,Doctorate
AITC,2,0,3900000,WEST BENGAL,12th Pass
YSRCP,10,20000000,8200000,ANDHRA PRADESH,Post Graduate
YSRCP,0,190000000,1300000,ANDHRA PRADESH,Post Graduate
IND,0,0,3500000,GUJARAT,Post Graduate
NPP,0,10000000,0,NAGALAND,10th Pass
AITC,0,10000000,0,WEST BENGAL,12th Pass
BJP,0,10000000,1900000,RAJASTHAN,Graduate
DMK,0,10000000,1000000,TAMIL NADU,Graduate Professional
BJP,1,6600000,3500000,KARNATAKA,Post Graduate
INC,0,580000000,5500000,RAJASTHAN,Graduate Professional
JD(U),8,220000000,2700000,MADHYA PRADESH,12th Pass
BJP,0,50000000,8200000,ODISHA,Post Graduate
BJP,0,20000000,800000,ANDHRA PRADESH,Graduate
INC,1,100000000,2000000,CHHATTISGARH,Graduate Professional
BJP,0,240000000,3900000,MANIPUR,Post Graduate
IND,87,0,0,KERALA,10th Pass
BJP,0,0,10000000,GUJARAT,Literate
DMK,12,280000000,60000000,TAMIL NADU,12th Pass
BJP,0,40000000,50000000,MANIPUR,10th Pass
BJP,8,0,20000000,HARYANA,Graduate
BJP,0,1630000000,500000,PUDUCHERRY,Graduate Professional
DMK,1,7100000,800000,TAMIL NADU,Graduate Professional
DMK,6,20000000,300000,TAMIL NADU,Graduate
BJP,0,2000000,5700000,RAJASTHAN,Graduate
BJP,0,50000000,300000,GUJARAT,Literate
SP,0,40000000,300000,HARYANA,Graduate
BJP,0,10000000,1600000,HARYANA,10th Pass
AIADMK,38,800000,20000000,TAMIL NADU,Graduate
INC,1,230000000,30000000,KARNATAKA,Graduate Professional
INC,8,0,4000000,KARNATAKA,Graduate Professional
AITC,0,20000000,0,WEST BENGAL,Graduate
BJP,1,2100000,30000000,RAJASTHAN,Post Graduate
JD(U),0,20000000,0,BIHAR,10th Pass
BJP,1,20000000,0,WEST BENGAL,10th Pass
BJP,1,240000000,140000000,ANDHRA PRADESH,Post Graduate
SP,2,20000000,0,UTTAR PRADESH,Post Graduate
BJP,1,20000000,300000,UTTARAKHAND,Graduate Professional
BJP,1,20000000,200000,MADHYA PRADESH,Post Graduate
YSRCP,0,20000000,100000,BIHAR,Graduate
AAP,0,10000000,9100000,KARNATAKA,Graduate Professional
INC,0,9300000,84000,HARYANA,Graduate Professional
BJD,0,10000000,10000000,ODISHA,Post Graduate
INC,0,1100000,470000000,TRIPURA,Graduate
NPP,0,80000000,500000,MADHYA PRADESH,Graduate
RJD,4,50000000,0,BIHAR,Graduate
BJP,0,9000000,100000000,RAJASTHAN,10th Pass
BJP,0,20000000,0,PUNJAB,10th Pass
IND,0,70000000,0,NAGALAND,12th Pass
SHS,3,0,30000000,MAHARASHTRA,Graduate Professional
INC,0,200000,1020000000,RAJASTHAN,Graduate Professional
BJP,0,20000000,700000,TRIPURA,Graduate
BJP,0,10000000,3400000,ARUNACHAL PRADESH,Graduate
BJP,0,20000000,470000000,KARNATAKA,Graduate Professional
INC,0,0,1500000,MADHYA PRADESH,10th Pass
AITC,2,2600000,0,WEST BENGAL,10th Pass
NPP,0,3100000,100000,RAJASTHAN,10th Pass
AIADMK,13,20000000,900000,TAMIL NADU,Post Graduate
BJP,0,40000000,0,HIMACHAL PRADESH,12th Pass
CPI(M),1,10000000,1400000,KERALA,Graduate Professional
BJD,0,20000000,0,ODISHA,Post Graduate
DMK,0,20000000,900000,TAMIL NADU,Graduate Professional
AAP,1,20000000,3300000,PUNJAB,Graduate
BJD,11,7600000,0,ODISHA,Graduate Professional
INC,3,210000000,0,KARNATAKA,Graduate Professional
BJP,0,2960000000,1140000000,MANIPUR,Graduate
AAP,1,0,0,PUNJAB,Others
AITC,0,50000000,0,UTTAR PRADESH,12th Pass
SHS,9,80000000,800000,MAHARASHTRA,Graduate
INC,1,0,1100000,KARNATAKA,Graduate Professional
SP,3,600000,3700000,UTTAR PRADESH,Graduate Professional
INC,1,9900000,100000000,RAJASTHAN,Post Graduate
BJP,1,7700000,0,UTTAR PRADESH,Graduate Professional
BJP,1,0,50000000,BIHAR,Doctorate
BJP,0,0,40000000,MADHYA PRADESH,Graduate
YSRCP,4,6800000,10000000,ANDHRA PRADESH,12th Pass
BJP,0,440000000,20000000,UTTARAKHAND,10th Pass
INC,1,790000000,230000000,MAHARASHTRA,Post Graduate
IND,0,50000000,800000,ASSAM,Graduate
YSRCP,0,690000000,170000000,MEGHALAYA,Graduate
AIADMK,0,440000000,60000000,TAMIL NADU,Graduate Professional
BJP,0,1090000000,4200000,MAHARASHTRA,Graduate Professional
BJP,7,0,70000000,TRIPURA,Graduate
SP,1,40000000,0,UTTAR PRADESH,Post Graduate
INC,0,80000000,10000000,PUDUCHERRY,Graduate Professional
INC,1,0,50000000,KARNATAKA,Post Graduate
BJP,0,0,600000,GUJARAT,Literate
BJP,0,20000000,0,MANIPUR,12th Pass
JD(U),0,0,0,GUJARAT,Others
AAP,2,0,0,WEST BENGAL,Post Graduate
BJP,1,80000000,1300000,GUJARAT,12th Pass
YSRCP,0,320000000,1500000,ANDHRA PRADESH,Graduate
JD(S),1,0,3500000,KARNATAKA,Post Graduate
AAP,1,0,4800000,UTTAR PRADESH,Graduate Professional
BJP,0,140000000,1900000,RAJASTHAN,Graduate Professional
AAP,1,20000000,1400000,BIHAR,12th Pass
BJD,0,10000000,1800000,ODISHA,Post Graduate
BJP,0,100000000,30000000,PUNJAB,Graduate Professional
BJP,1,0,0,GUJARAT,Literate
INC,1,580000000,8800000,MAHARASHTRA,10th Pass
BJP,1,20000000,1700000,GUJARAT,10th Pass
CPI(M),5,20000000,0,KERALA,Graduate Professional
INC,0,9100000,1000000,GUJARAT,Post Graduate
BJD,0,20000000,400000,ODISHA,Post Graduate
NPP,0,90000000,0,ASSAM,10th Pass
SP,1,0,0,UTTAR PRADESH,Graduate
INC,1,90000000,100000,PUNJAB,10th Pass
AAP,0,100000000,30000000,PUNJAB,Graduate Professional
AITC,0,10000000,200000,MADHYA PRADESH,12th Pass
CPI(M),1,0,1400000,KERALA,Graduate Professional
BJP,0,2900000,0,MEGHALAYA,Graduate
BJP,0,0,600000,GUJARAT,10th Pass
JD(U),1,6100000,9900000,PUNJAB,Graduate
INC,8,1900000,6100000,PUNJAB,Graduate Professional
NPP,0,0,1200000,MADHYA PRADESH,Post Graduate
Sikkim Krantikari Morcha,0,6700000,400000,JHARKHAND,Post Graduate
RJD,4,10000000,5200000,BIHAR,12th Pass
BJP,0,5500000,800000,MAHARASHTRA,Graduate Professional
INC,1,690000000,2200000,MADHYA PRADESH,Graduate Professional
BJP,0,50000000,10000000,MADHYA PRADESH,Graduate
SHS,29,2600000,0,WEST BENGAL,12th Pass
BJP,0,6600000,0,MADHYA PRADESH,Graduate Professional
BJP,0,120000000,2400000,MADHYA PRADESH,Graduate Professional
DMK,22,20000000,1000000,TAMIL NADU,8th Pass
SP,1,6600000,0,KARNATAKA,10th Pass
BJP,0,80000000,1000000,GUJARAT,Graduate
BJP,0,90000000,0,GUJARAT,10th Pass
INC,1,9400000,6300000,MEGHALAYA,10th Pass
BJP,0,20000000,0,MANIPUR,Post Graduate
BJP,0,10000000,1200000,GUJARAT,Graduate Professional
YSRCP,8,70000000,2700000,ANDHRA PRADESH,Graduate
AITC,0,510000000,10000000,BIHAR,10th Pass
BJD,0,20000000,400000,ODISHA,Post Graduate
DMK,73,2300000,1000000,TAMIL NADU,Graduate Professional
RJD,1,0,0,BIHAR,12th Pass
BJP,18,2300000,6700000,JHARKHAND,12th Pass
INC,0,20000000,2700000,PUNJAB,Graduate Professional
INC,6,370000000,0,KARNATAKA,Post Graduate
SHS,3,230000000,30000000,MAHARASHTRA,10th Pass
BJP,0,8000000,1110000000,GOA,Graduate Professional
BJP,1,300000000,1200000,UTTARAKHAND,Others
SHS,6,90000000,30000000,MAHARASHTRA,10th Pass
DMK,22,150000000,900000,TAMIL NADU,Graduate Professional
BJP,0,280000000,2400000,GUJARAT,5th Pass
IND,0,1350000000,800000,GUJARAT,Graduate Professional
BJP,0,3900000,10000000,HIMACHAL PRADESH,10th Pass
AIADMK,38,10000000,1700000,TAMIL NADU,Graduate Professional
Sikkim Krantikari Morcha,0,20000000,30000000,KERALA,Graduate Professional
BJP,0,5600000,0,GUJARAT,Graduate Professional
BJP,0,280000000,120000000,KARNATAKA,Post Graduate
INC,0,7600000,50000,RAJASTHAN,12th Pass
NCP,3,30000000,30000000,MAHARASHTRA,Graduate Professional
BJP,1,2900000,1600000,PUNJAB,Graduate Professional
BJP,1,20000000,10000000,BIHAR,Graduate
BJP,1,20000000,1600000,UTTAR PRADESH,Doctorate
BJP,0,50000000,1500000,CHHATTISGARH,Graduate
SHS,3,0,3800000,MAHARASHTRA,Graduate Professional
BJP,1,530000000,1400000,MADHYA PRADESH,Graduate Professional
BJP,9,0,60000000,MADHYA PRADESH,Graduate Professional
BJP,0,40000000,600000,GOA,Graduate
SP,1,20000000,0,UTTAR PRADESH,Post Graduate
BJP,5,20000000,0,UTTAR PRADESH,10th Pass
BJP,1,5500000,100000,ARUNACHAL PRADESH,Graduate Professional
AAP,0,10000000,200000,CHHATTISGARH,12th Pass
BJP,1,40000000,6600000,CHHATTISGARH,Doctorate
AAP,0,20000000,0,NAGALAND,10th Pass
AIADMK,0,20000000,1000000,TAMIL NADU,Post Graduate
BJP,0,4200000,4400000,MADHYA PRADESH,Graduate
BJP,7,40000000,1500000,PUNJAB,8th Pass
NPP,11,60000000,2900000,MADHYA PRADESH,Graduate Professional
AAP,1,0,1300000,PUNJAB,Post Graduate
BJP,0,40000000,300000,GUJARAT,Doctorate
BJP,0,3700000,4100000,ASSAM,10th Pass
BJP,0,1410000000,20000000,PUNJAB,Graduate Professional
BJP,0,40000000,600000,HIMACHAL PRADESH,Post Graduate
BJP,1,5100000,20000000,GUJARAT,Graduate
NDPP,0,10000000,2800000,ARUNACHAL PRADESH,Graduate Professional
BJP,1,1600000,4500000,GUJARAT,Graduate Professional
INC,0,530000000,4900000,ANDHRA PRADESH,Graduate
AAP,1,5500000,3300000,PUNJAB,10th Pass
BJP,0,120000000,2700000,SIKKIM,Graduate
